pdf_link	date	title	broker_name	file_name	content_file
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701648807698.pdf	23.12.04	Daily Bond Morning Brief(2023.12.04)	다올투자증권	23.12.04_1701648807698.pdf	23.12.04_1701648807698.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701648363362.pdf	23.12.04	Eugenes FICC Update	유진투자증권	23.12.04_1701648363362.pdf	23.12.04_1701648363362.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701648296263.pdf	23.12.04	채권 및 매크로 이슈 점검: 기준금리와 역전될까	키움증권	23.12.04_1701648296263.pdf	23.12.04_1701648296263.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701647915939.pdf	23.12.04	추세와 조정 사이	IBK투자증권	23.12.04_1701647915939.pdf	23.12.04_1701647915939.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701647128201.pdf	23.12.04	12/4 Kiwoom Fixed Income Weekly Review	키움증권	23.12.04_1701647128201.pdf	23.12.04_1701647128201.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701646871235.pdf	23.12.04	12/4 KIWOOM ESG Weekly	키움증권	23.12.04_1701646871235.pdf	23.12.04_1701646871235.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701400531924.pdf	23.12.01	미국 채권시장, 물가 둔화에도 불구 금리인하 기대감 ..	교보증권	23.12.01_1701400531924.pdf	23.12.01_1701400531924.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701399289902.pdf	23.12.01	[11월 금통위 Review] 물가로 시작해 물가로 끝난 회..	하나증권	23.12.01_1701399289902.pdf	23.12.01_1701399289902.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701398860631.pdf	23.12.01	11월 금통위 Review: 크게 변하지 않은 물가전망 경로	이베스트증권	23.12.01_1701398860631.pdf	23.12.01_1701398860631.txt
https://ssl.pstatic.net/imgstock/upload/research/debenture/1701397978510.pdf	23.12.01	[한화 Fed Monitor] 연준 대차대조표 뜯어보기 - 35	한화투자증권	23.12.01_1701397978510.pdf	23.12.01_1701397978510.txt
